lsoa,employ_score,edu_score,health_score,income_score,enviroment_score
E01005816,0.109,12.633,0.677,0.161,51.344
E01005817,0.127,23.955,0.832,0.189,46.953
E01005818,0.166,41.625,0.863,0.224,16.245
E01005819,0.07,11.579,0.291,0.068,20.551
E01005820,0.098,14.964,1.01,0.15,34.768
E01005821,0.138,18.285,0.763,0.134,19.179
E01005822,0.271,43.622,2.24,0.356,43.93
E01005823,0.157,20.027,0.902,0.185,18.03
E01005824,0.089,21.411,0.302,0.11,21.381
E01005825,0.099,12.913,0.483,0.096,24.614
E01005826,0.257,52.153,1.664,0.309,5.3
E01005827,0.105,13.439,0.132,0.095,6.413
E01005828,0.317,69.545,2.192,0.378,3.948
E01005829,0.181,32.489,0.792,0.21,12.758
E01005830,0.096,12.547,0.502,0.131,15.894
E01005831,0.087,9.722,0.341,0.096,27.313
E01005832,0.12,15.255,0.472,0.102,19.37
E01005833,0.135,15.048,0.756,0.136,9.026
E01005834,0.152,26.013,1.092,0.188,16.393
E01005835,0.053,8.909,-0.271,0.043,5.174
E01005836,0.074,18.733,-0.018,0.096,17.878
E01005837,0.073,14.086,0.198,0.082,6.098
E01005838,0.096,13.004,0.526,0.127,44.219
E01005839,0.053,4.301,-0.534,0.035,2.467
E01005840,0.117,13.893,0.543,0.149,26.071
E01005841,0.088,9.246,-0.006,0.079,8.563
E01005842,0.069,7.506,-0.178,0.056,13.484
E01005843,0.071,11.054,0.011,0.051,4.809
E01005844,0.106,11.759,-0.038,0.101,6.804
E01005845,0.093,16.179,-0.198,0.085,15.279
E01005846,0.097,14.087,0.142,0.115,12.118
E01005847,0.084,13.145,0.106,0.076,6.478
E01005848,0.055,5.616,-0.168,0.051,6.854
E01005849,0.046,5.423,-0.665,0.037,8.02
E01005850,0.153,22.297,0.483,0.155,10.466
E01005851,0.092,8.327,0.214,0.086,5.376
E01005852,0.066,3.711,-0.044,0.078,12.034
E01005853,0.159,21.376,0.676,0.216,11.755
E01005854,0.049,0.993,-0.579,0.041,28.348
E01005855,0.042,1.303,-0.584,0.044,21.155
E01005856,0.08,3.871,-0.214,0.083,24.3
E01005857,0.099,7.004,-0.027,0.132,9.138
E01005858,0.064,1.563,-0.273,0.071,30.044
E01005859,0.075,0.545,0.625,0.09,44.23
E01005860,0.055,4.377,-0.245,0.057,13.224
E01005861,0.102,4.103,0.286,0.105,22.281
E01005862,0.081,5.355,-0.069,0.068,15.863
E01005863,0.099,1.352,-0.037,0.081,27.527
E01005864,0.055,0.954,-0.275,0.039,24.69
E01005865,0.066,1.01,-0.451,0.053,12.903
E01005866,0.129,2.937,0.87,0.12,50.064
E01005867,0.057,0.417,-0.058,0.068,16.258
E01005868,0.064,3.401,-0.246,0.069,11.639
E01005869,0.077,5.382,-0.09,0.117,18.64
E01005870,0.105,27.467,0.651,0.128,36.217
E01005871,0.119,28.037,0.612,0.17,34.516
E01005872,0.141,30.037,0.789,0.158,46.586
E01005873,0.092,17.517,0.735,0.102,18.159
E01005874,0.262,31.229,2.035,0.269,14.826
E01005875,0.072,15.826,0.092,0.074,25.634
E01005876,0.105,19.786,0.624,0.121,18.791
E01005877,0.122,26.501,0.712,0.136,24.335
E01005878,0.154,29.807,1.314,0.216,8.033
E01005879,0.123,11.57,0.847,0.153,17.525
E01005880,0.058,4.166,-0.139,0.059,16.949
E01005881,0.037,0.941,-0.809,0.026,3.163
E01005882,0.063,1.4,0.58,0.045,5.537
E01005883,0.053,0.71,-0.767,0.026,5.496
E01005884,0.047,2.101,-0.459,0.022,6.649
E01005885,0.098,7.401,0.605,0.102,34.66
E01005886,0.187,41.159,1.045,0.212,35.003
E01005887,0.22,43.691,1.312,0.278,21.712
E01005888,0.125,35.237,0.603,0.152,19.241
E01005889,0.14,38.107,0.593,0.196,35.257
E01005890,0.191,54.594,0.786,0.263,22.587
E01005891,0.097,17.976,0.019,0.065,10.932
E01005892,0.127,26.021,0.558,0.154,29.893
E01005893,0.137,31.064,0.838,0.166,36.324
E01005894,0.125,22.569,0.546,0.126,28.54
E01005895,0.146,23.849,1.129,0.169,19.407
E01005896,0.137,26.256,0.262,0.151,31.239
E01005897,0.138,31.991,0.572,0.16,15.679
E01005898,0.122,16.011,0.32,0.111,10.964
E01005899,0.125,8.78,0.487,0.122,12.867
E01005900,0.156,15.617,0.543,0.152,18.882
E01005901,0.099,12.582,0.178,0.077,6.12
E01005902,0.213,37.445,1.195,0.258,11.348
E01005903,0.069,1.621,-0.249,0.038,4.416
E01005904,0.054,4.658,-0.348,0.047,12.431
E01005905,0.237,58.09,1.761,0.268,20.298
E01005906,0.096,3.235,0.023,0.052,2.983
E01005907,0.08,6.848,0.12,0.059,4.846
E01005908,0.035,0.738,-0.647,0.024,20.62
E01005909,0.061,1.571,-0.466,0.042,11.388
E01005910,0.143,19.776,0.779,0.183,13.046
E01005911,0.077,9.473,0.093,0.07,7.615
E01005912,0.058,11.863,-0.189,0.069,20.245
E01005913,0.071,10.398,-0.311,0.064,7.659
E01005914,0.155,28.254,0.721,0.159,17.407
E01005915,0.185,43.168,0.859,0.218,29.617
E01005916,0.129,22.456,0.363,0.167,34.197
E01005917,0.178,36.476,1.244,0.247,48.377
E01005918,0.474,59.493,2.762,0.479,17.744
E01005919,0.225,47.691,1.445,0.313,17.245
E01005920,0.076,11.79,0.059,0.08,18.261
E01005921,0.155,28.064,0.987,0.219,35.093
E01005922,0.104,15.211,0.437,0.096,19.078
E01005923,0.03,1.784,-0.929,0.019,2.333
E01005924,0.034,1.301,-0.451,0.03,8.064
E01005925,0.067,0.864,-0.048,0.067,5.36
E01005926,0.031,2.25,-0.535,0.033,6.577
E01005927,0.046,1.862,-0.271,0.044,10.737
E01005928,0.134,25.66,0.68,0.16,11.504
E01005929,0.033,1.931,-0.76,0.036,8.427
E01005930,0.019,0.755,-0.93,0.009,7.909
E01005931,0.035,1.066,-0.76,0.047,5.083
E01005932,0.046,2.133,-0.546,0.032,3.697
E01005933,0.306,63.621,2.024,0.382,11.28
E01005934,0.161,19.641,0.674,0.197,24.708
E01005935,0.322,51.376,2.358,0.425,21.374
E01005936,0.105,13.98,0.411,0.089,9.567
E01005937,0.198,26.622,1.159,0.213,8.625
E01005938,0.178,18.653,0.804,0.205,14.974
E01005939,0.089,7.515,0.382,0.103,7.368
E01005940,0.117,16.067,0.41,0.142,7.619
E01005941,0.245,47.344,1.701,0.266,50.057
E01005942,0.102,9.221,0.368,0.106,21.808
E01005943,0.114,15.995,0.639,0.142,38.623
E01005944,0.124,13.892,0.756,0.117,21.689
E01005945,0.268,46.912,1.74,0.374,11.989
E01005946,0.159,27.827,1.354,0.185,36.486
E01005947,0.285,46.129,1.721,0.332,46.224
E01005948,0.322,54.278,2.335,0.352,51.864
E01005949,0.173,21.239,1.345,0.197,42.84
E01005950,0.196,48.895,1.311,0.291,46.951
E01005951,0.185,35.578,1.147,0.259,50.389
E01005952,0.418,55.832,2.571,0.447,17.983
E01005953,0.227,38.301,1.58,0.303,46.213
E01005954,0.188,25.856,1.427,0.226,26.133
E01005955,0.06,9.66,-0.137,0.066,8.866
E01005956,0.106,19.632,0.73,0.088,11.576
E01005957,0.148,22.523,0.83,0.137,23.282
E01005958,0.241,38.748,1.42,0.281,16.266
E01005959,0.246,49.73,1.341,0.286,17.786
E01005960,0.196,46.568,1.366,0.256,45.924
E01005961,0.087,14.186,0.786,0.107,27.451
E01005962,0.085,13.662,0.2,0.091,23.465
E01005963,0.097,16.804,0.545,0.09,25.783
E01005964,0.104,12.563,0.535,0.11,31.327
E01005965,0.23,40.563,1.73,0.267,23.696
E01005966,0.165,27.425,0.97,0.193,18.739
E01005967,0.253,35.376,1.505,0.282,23.825
E01005968,0.084,16.291,0.063,0.068,29.173
E01005969,0.085,12.26,0.367,0.081,25.936
E01005970,0.115,11.535,0.505,0.061,20.028
E01005971,0.116,24.52,0.857,0.15,32.027
E01005972,0.171,30.68,0.748,0.219,43.931
E01005973,0.085,14.961,0.321,0.089,14.517
E01005974,0.18,31.502,1.025,0.212,52.892
E01005975,0.166,33.322,0.92,0.216,29.884
E01005976,0.227,40.206,1.305,0.248,19.341
E01005977,0.12,19.449,0.673,0.107,22.339
E01005978,0.218,44.953,1.188,0.251,23.022
E01005979,0.156,26.423,1.072,0.166,14.696
E01005980,0.21,41.067,1.398,0.241,13.52
E01005981,0.227,36.76,1.75,0.283,20.446
E01005982,0.208,27.24,1.004,0.209,10.162
E01005983,0.088,10.517,0.205,0.079,14.014
E01005984,0.308,51.505,1.662,0.327,16.061
E01005985,0.098,9.973,0.556,0.072,18.652
E01005986,0.125,24.325,0.889,0.136,23.285
E01005987,0.104,17.2,0.729,0.087,22.876
E01005988,0.06,9.934,-0.095,0.059,21.02
E01005989,0.07,10.942,0.125,0.054,16.311
E01005990,0.108,19.934,0.508,0.114,20.738
E01005991,0.099,12.94,0.604,0.122,28.558
E01005992,0.155,29.758,1.197,0.199,36.062
E01005993,0.122,19.826,0.729,0.138,8.81
E01005994,0.131,30.894,0.668,0.164,20.967
E01005995,0.082,10.562,0.126,0.063,5.71
E01005996,0.14,27.194,0.79,0.123,16.466
E01005997,0.152,32.828,0.949,0.175,26.229
E01005998,0.155,29.02,0.79,0.185,33.952
E01005999,0.173,36.233,1.503,0.28,46.017
E01006000,0.279,34.45,1.753,0.281,24.262
E01006001,0.139,28.975,0.818,0.157,23.934
E01006002,0.128,23.451,0.637,0.17,35.564
E01006003,0.143,21.616,0.845,0.163,24.122
E01006004,0.096,21.993,0.549,0.101,21.719
E01006005,0.255,44.941,1.43,0.313,26.638
E01006006,0.114,26.333,0.521,0.112,19.034
E01006007,0.143,26.235,0.871,0.152,38.602
E01006008,0.097,17.926,0.488,0.127,19.791
E01006009,0.138,28.119,0.81,0.15,32.996
E01006010,0.206,44.865,1.245,0.25,35.396
E01006011,0.227,61.695,1.509,0.287,14.065
E01006012,0.12,22.192,0.892,0.155,30.269
E01006013,0.121,19.263,0.43,0.106,18.253
E01006014,0.166,40.316,0.961,0.234,17.38
E01006015,0.056,11.365,0.215,0.05,7.511
E01006016,0.337,54.433,1.765,0.342,32.332
E01006017,0.054,9.093,0.227,0.047,7.973
E01006018,0.066,11.539,0.324,0.052,8.6
E01006019,0.33,35.168,2.026,0.315,14.35
E01006020,0.167,33.81,1.052,0.175,14.674
E01006021,0.113,14.894,0.709,0.11,29.205
E01006022,0.109,16.621,0.692,0.125,32.854
E01006023,0.272,34.206,1.735,0.26,26.147
E01006024,0.058,6.566,-0.126,0.042,6.51
E01006025,0.325,79.238,1.93,0.362,8.647
E01006026,0.141,16.395,1.021,0.132,26.6
E01006027,0.355,68.621,1.899,0.435,10.578
E01006028,0.244,39.409,1.804,0.292,24.028
E01006029,0.168,37.047,0.675,0.277,43.3
E01006030,0.209,30.516,1.705,0.229,18.108
E01006031,0.252,50.623,1.565,0.308,30.05
E01006032,0.242,47.27,1.547,0.278,19.265
E01006033,0.239,31.838,1.371,0.253,37.126
E01006034,0.184,29.998,1.119,0.216,14.739
E01006035,0.192,25.416,1.351,0.181,26.972
E01006036,0.21,31.367,1.029,0.238,31.147
E01006037,0.068,7.695,0.101,0.057,8.952
E01006038,0.103,15.853,0.497,0.11,13.249
E01006039,0.178,38.277,0.84,0.268,29.098
E01006040,0.205,50.681,2.185,0.28,44.947
E01006041,0.157,38.775,0.899,0.202,42.685
E01006042,0.081,11.938,0.465,0.097,18.547
E01006043,0.144,21.937,0.712,0.145,22.711
E01006044,0.102,11.962,0.694,0.096,12.619
E01006045,0.069,5.381,-0.012,0.035,14.532
E01006046,0.078,9.177,0.243,0.068,21.444
E01006047,0.144,17.732,0.735,0.182,17.335
E01006048,0.109,12.22,0.637,0.094,16.615
E01006049,0.154,17.67,0.522,0.158,25.395
E01006050,0.297,84.227,1.866,0.393,10.187
E01006051,0.115,8.111,0.212,0.112,22.105
E01006052,0.288,63.968,1.583,0.331,12.552
E01006053,0.07,5.601,0.213,0.06,17.96
E01006054,0.223,21.574,1.127,0.241,23.037
E01006055,0.07,6.976,0.054,0.088,44.213
E01006056,0.287,48.195,1.667,0.359,11.891
E01006057,0.095,8.163,0.362,0.093,25.623
E01006058,0.118,9.956,0.4,0.12,45.788
E01006059,0.093,9.479,0.351,0.099,20.983
E01006060,0.247,40.552,1.423,0.265,37.895
E01006061,0.174,26.358,1.075,0.232,5.098
E01006062,0.056,4.564,-0.143,0.047,5.01
E01006063,0.078,15.448,0.323,0.064,10.893
E01006064,0.299,49.874,1.98,0.284,13.223
E01006065,0.232,54.168,0.891,0.353,7.623
E01006066,0.142,25.153,1.297,0.178,43.001
E01006067,0.075,10.318,0.092,0.046,13.045
E01006068,0.177,27.569,1.181,0.201,51.478
E01006069,0.221,38.251,1.144,0.294,13.674
E01006070,0.078,5.238,0.436,0.08,43.702
E01006071,0.06,4.391,-0.29,0.039,6.741
E01006072,0.043,3.328,-0.384,0.023,3.348
E01006073,0.195,28.996,0.957,0.261,15.718
E01006074,0.137,15.961,0.808,0.162,11.688
E01006075,0.054,0.6,-0.32,0.057,22.308
E01006076,0.057,0.852,-0.523,0.058,15.459
E01006077,0.094,1.191,0.032,0.098,20.585
E01006078,0.062,7.34,0.221,0.078,27.77
E01006079,0.057,0.689,-0.971,0.056,4.474
E01006080,0.069,2.284,-0.46,0.06,28.031
E01006081,0.02,0.398,-1.346,0.017,2.786
E01006082,0.027,0.257,-1.271,0.014,8.944
E01006083,0.033,0.193,-0.908,0.02,9.111
E01006084,0.028,0.193,-1.285,0.029,12.126
E01006085,0.026,0.351,-0.852,0.051,12.278
E01006086,0.071,2.337,-0.598,0.098,4.701
E01006087,0.037,1.599,-1.011,0.048,26.203
E01006088,0.039,0.17,-0.866,0.042,31.225
E01006089,0.061,5.35,-0.193,0.08,39.298
E01006090,0.086,3.767,-0.382,0.061,22.001
E01006091,0.056,2.018,-0.382,0.06,9.924
E01006092,0.208,49.35,0.935,0.295,10.194
E01006093,0.046,2.901,-0.571,0.052,16.088
E01006094,0.048,2.249,-0.65,0.041,12.515
E01006095,0.068,5.652,-0.42,0.055,9.749
E01006096,0.038,2.003,-0.506,0.027,15.514
E01006097,0.046,1.004,-1.044,0.045,23.068
E01006098,0.05,0.478,-0.276,0.026,12.896
E01006099,0.076,4.975,0.0,0.09,26.94
E01006100,0.07,1.966,-0.282,0.077,18.506
E01006101,0.037,0.928,-0.856,0.031,10.142
E01006102,0.101,6.219,-0.122,0.095,7.707
E01006103,0.048,1.313,-0.849,0.038,15.812
E01006104,0.159,22.778,0.803,0.201,23.322
E01006105,0.292,54.112,1.288,0.37,9.716
E01006106,0.191,33.955,0.588,0.236,16.752
E01006107,0.212,40.003,0.923,0.254,20.864
E01006108,0.325,68.26,1.681,0.443,5.833
E01006109,0.307,42.762,0.997,0.379,26.551
E01006110,0.158,19.543,0.432,0.232,21.203
E01006111,0.22,29.603,0.537,0.359,23.227
E01006112,0.23,31.053,1.195,0.349,26.823
E01006113,0.131,9.767,0.308,0.163,24.752
E01006114,0.186,20.809,0.724,0.262,21.81
E01006115,0.166,13.116,0.929,0.238,32.17
E01006116,0.071,11.636,-0.291,0.073,27.583
E01006117,0.072,7.229,-0.407,0.059,11.134
E01006118,0.138,12.36,0.781,0.166,14.224
E01006119,0.074,9.397,-0.199,0.072,16.468
E01006120,0.067,4.153,-0.26,0.054,15.034
E01006121,0.108,20.277,0.365,0.103,18.85
E01006122,0.071,6.703,-0.111,0.058,7.443
E01006123,0.073,5.397,-0.111,0.073,13.664
E01006124,0.063,3.998,-0.437,0.043,10.106
E01006125,0.118,15.527,0.034,0.098,8.78
E01006126,0.182,35.708,1.154,0.226,10.368
E01006127,0.104,17.345,-0.039,0.089,7.077
E01006128,0.078,3.703,0.022,0.071,18.563
E01006129,0.147,11.792,0.359,0.127,12.779
E01006130,0.082,8.435,-0.052,0.098,15.453
E01006131,0.079,4.518,0.023,0.065,16.919
E01006132,0.094,9.612,0.298,0.091,17.605
E01006133,0.08,6.327,0.096,0.076,11.41
E01006134,0.017,0.651,-1.35,0.017,3.584
E01006135,0.06,1.529,-0.652,0.048,4.563
E01006136,0.04,1.211,-1.082,0.047,6.042
E01006137,0.038,0.929,-1.203,0.028,3.24
E01006138,0.094,2.902,-0.026,0.104,5.024
E01006139,0.036,0.294,-1.162,0.037,17.37
E01006140,0.048,0.717,-0.541,0.054,13.24
E01006141,0.156,18.43,0.401,0.151,20.245
E01006142,0.115,14.79,0.374,0.15,16.734
E01006143,0.103,2.102,-0.163,0.093,34.954
E01006144,0.241,23.393,1.172,0.32,28.57
E01006145,0.208,26.839,0.708,0.254,16.064
E01006146,0.104,8.322,0.071,0.134,21.069
E01006147,0.055,1.887,-0.512,0.033,12.828
E01006148,0.071,1.334,-0.199,0.057,18.804
E01006149,0.069,1.379,-0.225,0.074,22.595
E01006150,0.083,1.621,-0.191,0.089,24.182
E01006151,0.04,1.4,-0.614,0.027,11.371
E01006152,0.032,1.921,-1.048,0.027,3.75
E01006153,0.055,1.962,-0.556,0.053,4.807
E01006154,0.054,1.362,-0.126,0.049,19.79
E01006155,0.082,11.033,0.054,0.07,21.388
E01006156,0.162,16.732,0.094,0.174,14.71
E01006157,0.102,21.203,0.097,0.105,23.982
E01006158,0.172,23.022,0.724,0.194,19.618
E01006159,0.188,30.179,0.899,0.225,20.484
E01006160,0.111,3.37,0.473,0.148,31.119
E01006161,0.056,0.469,-0.221,0.055,46.473
E01006162,0.047,0.441,-0.67,0.038,32.051
E01006163,0.045,2.028,-0.498,0.05,29.09
E01006164,0.07,2.607,-0.338,0.069,19.844
E01006165,0.088,3.41,0.137,0.114,32.496
E01006166,0.126,15.983,0.407,0.141,3.378
E01006167,0.286,28.354,1.503,0.309,3.608
E01006168,0.279,41.996,1.373,0.358,4.384
E01006169,0.09,7.777,-0.138,0.091,11.261
E01006170,0.072,4.39,-0.08,0.09,16.597
E01006171,0.2,31.19,0.901,0.216,20.277
E01006172,0.089,5.171,-0.14,0.07,6.592
E01006173,0.063,4.874,-0.018,0.046,15.895
E01006174,0.084,1.407,-0.19,0.063,26.857
E01006175,0.226,36.313,1.08,0.317,23.526
E01006176,0.089,11.096,0.011,0.086,10.487
E01006177,0.183,31.502,0.578,0.261,9.443
E01006178,0.06,2.999,-0.48,0.056,27.11
E01006179,0.193,14.709,0.702,0.205,22.065
E01006180,0.109,11.996,0.362,0.146,35.14
E01006181,0.143,12.472,0.684,0.149,25.362
E01006182,0.083,12.036,-0.156,0.099,12.556
E01006183,0.091,7.024,-0.482,0.078,19.695
E01006184,0.145,20.796,0.082,0.152,15.132
E01006185,0.236,28.138,1.256,0.283,44.916
E01006186,0.144,17.998,0.609,0.186,33.904
E01006187,0.151,17.452,0.411,0.172,49.957
E01006188,0.145,12.115,0.253,0.212,22.062
E01006189,0.158,23.125,0.727,0.208,28.922
E01006190,0.044,1.719,-0.6,0.038,18.367
E01006191,0.047,1.828,-0.844,0.041,14.926
E01006192,0.054,1.718,-0.738,0.055,13.568
E01006193,0.039,1.391,-0.506,0.052,12.484
E01006194,0.061,3.257,-0.423,0.07,19.724
E01006195,0.048,2.336,-0.856,0.033,14.575
E01006196,0.054,3.939,-0.383,0.043,23.118
E01006197,0.08,3.939,-0.298,0.074,22.97
E01006198,0.104,7.439,0.57,0.109,26.151
E01006199,0.141,15.544,0.798,0.167,24.613
E01006200,0.132,9.641,0.716,0.152,19.62
E01006201,0.122,6.115,0.945,0.106,30.704
E01006202,0.117,4.831,0.24,0.087,44.123
E01006203,0.065,2.992,-0.253,0.048,12.246
E01006204,0.066,3.273,-0.312,0.072,20.07
E01006205,0.049,2.234,-0.571,0.039,10.903
E01006206,0.11,12.775,0.434,0.139,10.753
E01006207,0.236,49.414,1.35,0.31,13.586
E01006208,0.118,14.29,-0.144,0.154,10.018
E01006209,0.066,1.521,-0.673,0.049,12.59
E01006210,0.084,1.298,0.001,0.067,10.39
E01006211,0.151,27.117,0.81,0.156,10.833
E01006212,0.124,26.93,0.301,0.128,5.608
E01006213,0.267,56.308,1.141,0.334,24.394
E01006214,0.204,48.316,0.883,0.241,36.207
E01006215,0.288,60.13,1.707,0.339,15.543
E01006216,0.099,24.391,0.483,0.117,7.641
E01006217,0.155,35.356,0.955,0.205,8.96
E01006218,0.202,35.573,1.007,0.259,18.077
E01006219,0.149,32.503,0.629,0.11,20.439
E01006220,0.186,39.724,0.971,0.214,10.374
E01006221,0.1,10.954,0.169,0.113,13.789
E01006222,0.079,6.279,0.221,0.065,5.178
E01006223,0.129,18.169,0.839,0.127,27.304
E01006224,0.074,7.037,-0.05,0.051,5.424
E01006225,0.113,5.723,0.101,0.092,9.538
E01006226,0.105,12.264,0.121,0.098,13.518
E01006227,0.118,18.437,0.44,0.089,7.778
E01006228,0.142,33.129,0.371,0.162,25.094
E01006229,0.086,8.013,0.06,0.078,10.483
E01006230,0.088,3.356,0.02,0.075,3.029
E01006231,0.098,7.762,0.24,0.082,9.549
E01006232,0.054,4.016,-0.287,0.049,22.594
E01006233,0.062,1.764,0.085,0.04,4.128
E01006234,0.146,16.35,0.709,0.096,4.4
E01006235,0.219,32.42,1.005,0.244,3.325
E01006236,0.065,5.853,0.065,0.041,8.742
E01006237,0.056,2.752,-0.04,0.029,2.037
E01006238,0.221,33.937,1.344,0.233,13.867
E01006239,0.31,63.051,1.856,0.357,9.628
E01006240,0.302,74.1,1.704,0.394,5.739
E01006241,0.258,52.032,1.439,0.283,5.936
E01006242,0.135,22.694,0.321,0.155,30.285
E01006243,0.073,12.161,0.084,0.058,17.595
E01006244,0.184,36.778,1.573,0.221,36.059
E01006245,0.095,12.411,-0.059,0.093,12.418
E01006246,0.214,26.004,0.883,0.197,11.657
E01006247,0.129,16.77,0.434,0.102,11.139
E01006248,0.334,78.535,1.449,0.369,7.285
E01006249,0.261,56.012,1.034,0.304,7.441
E01006250,0.073,7.356,-0.187,0.047,10.384
E01006251,0.073,9.823,0.018,0.058,17.558
E01006252,0.089,14.545,0.244,0.07,14.692
E01006253,0.194,40.078,0.814,0.206,6.925
E01006254,0.273,55.058,1.372,0.292,5.979
E01006255,0.106,11.424,0.066,0.084,15.238
E01006256,0.12,33.258,0.457,0.114,13.523
E01006257,0.082,11.679,0.32,0.079,33.213
E01006258,0.124,16.872,0.574,0.117,17.801
E01006259,0.126,7.961,0.551,0.109,4.29
E01006260,0.195,40.114,0.873,0.225,6.269
E01006261,0.151,19.02,0.827,0.173,8.239
E01006262,0.216,37.791,1.149,0.231,8.978
E01006263,0.096,5.564,0.059,0.064,8.871
E01006264,0.076,4.746,0.138,0.031,5.449
E01006265,0.132,16.534,0.492,0.114,23.685
E01006266,0.099,12.056,0.351,0.057,13.455
E01006267,0.262,34.42,1.465,0.288,11.312
E01006268,0.136,14.805,0.294,0.129,19.985
E01006269,0.157,28.738,1.071,0.14,12.836
E01006270,0.266,39.046,1.478,0.278,4.833
E01006271,0.119,12.157,0.448,0.108,9.548
E01006272,0.142,26.25,0.989,0.161,29.027
E01006273,0.209,32.805,0.903,0.214,10.137
E01006274,0.217,42.964,1.419,0.253,12.379
E01006275,0.284,61.665,1.49,0.319,11.508
E01006276,0.106,15.548,0.113,0.097,16.56
E01006277,0.054,9.339,-0.528,0.026,2.592
E01006278,0.164,31.755,0.413,0.155,19.027
E01006279,0.087,15.254,0.416,0.091,12.042
E01006280,0.167,28.881,0.8,0.176,11.645
E01006281,0.088,14.054,0.267,0.063,9.633
E01006282,0.19,30.547,0.961,0.218,8.303
E01006283,0.246,42.735,1.136,0.317,23.047
E01006284,0.256,38.669,1.19,0.262,9.169
E01006285,0.096,11.154,-0.015,0.068,2.342
E01006286,0.192,27.816,1.149,0.146,8.66
E01006287,0.071,12.396,0.346,0.053,6.026
E01006288,0.265,56.971,1.229,0.345,5.947
E01006289,0.289,63.638,1.394,0.31,9.289
E01006290,0.096,10.361,0.162,0.069,18.859
E01006291,0.147,33.761,0.813,0.178,26.514
E01006292,0.144,18.024,0.542,0.109,18.117
E01006293,0.176,19.773,0.762,0.19,10.195
E01006294,0.119,13.927,0.77,0.143,34.464
E01006295,0.183,28.507,0.732,0.191,36.838
E01006296,0.289,53.78,1.192,0.31,16.146
E01006297,0.226,45.681,1.378,0.265,20.165
E01006298,0.241,46.304,1.096,0.282,15.904
E01006299,0.069,9.029,-0.071,0.061,14.411
E01006300,0.073,3.324,-0.256,0.057,7.228
E01006301,0.066,2.975,-0.037,0.04,3.971
E01006302,0.079,11.797,0.027,0.082,10.851
E01006303,0.095,10.655,0.125,0.053,11.404
E01006304,0.137,23.688,0.615,0.133,6.845
E01006305,0.28,68.329,1.515,0.337,6.114
E01006306,0.315,50.941,1.825,0.311,28.378
E01006307,0.199,45.695,1.35,0.233,10.417
E01006308,0.229,53.613,1.527,0.27,28.397
E01006309,0.244,52.811,1.292,0.278,16.323
E01006310,0.247,51.558,1.696,0.303,19.38
E01006311,0.223,42.589,0.951,0.249,5.282
E01006312,0.056,4.367,-0.242,0.057,8.128
E01006313,0.207,36.113,1.067,0.231,8.506
E01006314,0.08,7.557,-0.014,0.065,5.721
E01006315,0.069,5.685,-0.199,0.055,7.02
E01006316,0.061,2.933,-0.227,0.057,9.657
E01006317,0.119,15.896,0.525,0.118,6.017
E01006318,0.066,4.442,0.028,0.07,7.616
E01006319,0.056,2.989,-0.15,0.059,5.725
E01006320,0.079,6.113,0.041,0.045,6.637
E01006321,0.075,2.518,-0.494,0.064,5.336
E01006322,0.224,42.825,0.858,0.241,24.278
E01006323,0.21,46.253,0.971,0.27,46.342
E01006324,0.263,49.27,1.273,0.279,22.798
E01006325,0.172,33.692,0.76,0.17,22.164
E01006326,0.197,39.618,0.978,0.201,55.129
E01006327,0.289,51.673,1.966,0.4,10.638
E01006328,0.217,41.623,1.226,0.235,64.611
E01006329,0.192,41.638,1.185,0.196,11.897
E01006330,0.103,7.638,0.168,0.076,8.987
E01006331,0.078,7.024,-0.008,0.052,7.863
E01006332,0.129,17.003,1.524,0.145,23.378
E01006333,0.213,27.796,1.295,0.215,50.814
E01006334,0.265,52.648,1.112,0.288,60.831
E01006335,0.169,26.903,0.932,0.201,34.519
E01006336,0.334,66.504,1.602,0.4,12.85
E01006337,0.132,19.808,0.568,0.113,11.146
E01006338,0.171,35.477,0.904,0.204,27.999
E01006339,0.113,11.71,0.253,0.074,4.439
E01006340,0.16,32.144,0.681,0.196,8.431
E01006341,0.161,18.475,1.347,0.192,10.902
E01006342,0.213,43.289,0.724,0.242,14.674
E01006343,0.047,3.913,-0.071,0.033,4.126
E01006344,0.215,48.444,1.007,0.266,10.18
E01006345,0.092,7.316,0.516,0.076,6.123
E01006346,0.121,22.389,0.45,0.136,20.099
E01006347,0.045,6.501,-0.199,0.041,5.829
E01006348,0.057,5.866,0.074,0.048,10.755
E01006349,0.112,23.82,0.63,0.132,36.156
E01006350,0.313,74.74,1.813,0.415,6.287
E01006351,0.3,68.559,1.758,0.381,4.982
E01006352,0.19,35.461,1.344,0.191,28.826
E01006353,0.129,29.913,0.503,0.14,15.008
E01006354,0.168,49.578,1.29,0.238,19.041
